Category,Initiative Name,Initiative Description,Severity,Control ID,DevOps Control Name,Control Description,Recommendation,Code
Repository,ADO Secure Repositories - General,Secure your repositories by validating the settings and applying best practices.,Medium,DOS3140,Repository Policies - Maximum path length (248),"Enable the 'Maximum path length' repository policy setting, so that you block pushes that contain files or directories with path lengths that are invalid on any platform. This policy will reject pushes to a repository for paths which exceed the specified length. Block pushes that introduce paths that exceed the specified length. The default maximum value is 248, because that maximum length is 100% supported across all three major platforms. Learn more: https://learn.microsoft.com/en-us/azure/devops/repos/git/repository-settings?#maximum-path-length-policy https://learn.microsoft.com/en-us/azure/devops/organizations/security/security-best-practices#repositories-and-branches","1. Navigate to Project Settings.  2. Open the Repositories link under Repos.  3. Select a repository from the list.  4. Click on Policies tab.  5. Under 'Repository Policies' section, turn 'On' the policy 'Maximum path length' and configure the length to be 248 chars supported across all three major platforms.",ADO_PROJECT_REPOSITORY_REPOPOLICY_MAXIMUM_PATH_LENGTH
Repository,ADO Secure Repositories - General,Secure your repositories by validating the settings and applying best practices.,Medium,DOS3150,Repository Policies - Reserved names,"Enable the 'Reserved names' repository policy setting, so that you block pushes to a repository that contain file or folder names that are invalid on all platforms. This policy will reject pushes to a repository for names which aren't valid on all supported client OSes. Block pushes that introduce files, folders, or branch names that include platform reserved names or incompatible characters. Learn more: https://learn.microsoft.com/en-us/azure/devops/repos/git/repository-settings?#reserved-names-policy https://learn.microsoft.com/en-us/azure/devops/organizations/security/security-best-practices#repositories-and-branches","1. Navigate to Project Settings.  2. Open the Repositories link under Repos.  3. Select a repository from the list.  4. Click on Policies tab.  5. Under 'Repository Policies' section, turn 'On' the policy 'Reserved names'.",ADO_PROJECT_REPOSITORY_REPOPOLICY_RESERVED_NAMES
AppSec,ADO Secure Repositories - DevSecOps Controls,"Secure your repositories by validating and monitoring the implementation of all DevSecOps controls: DevOps Scanning (DOS), Secret Scanning (SS), Software Composition Analysis (SCA), Static Application Security Testing (SAST), Container Image Scanning (CIS), IaC Scanning (IACS), Infrastructure Scanning (IS), Dynamic Application Security Testing (DAST), Interactive Application Security Testing (IAST), Continuous Scanning Tools (CST), DevOps Compliance Check (DOCC)",Critical,DOS3540,DevSecOps Control - Ensure Container Image Scanning (CIS) / Container Scanning,"Make sure that Container Image Scanning (CIS) / Image Scanning is in place for your repository. Container image scanning is a crucial aspect of DevSecOps, especially as containers become more prevalent in application deployment. Container scanning is the process and scanning tools used to identify vulnerabilities within containers and their components. It is key to container security, and enables developers and cybersecurity teams to fix security threats in containerized applications before deployment. Container scanning tools, scan containers and compare them against public or proprietary vulnerability databases to uncover potential security issues. Learn more: https://owasp.org/www-project-devsecops-guideline/latest/02f-Container-Vulnerability-Scanning https://www.practical-devsecops.com/top-container-security-tools/ https://www.aquasec.com/cloud-native-academy/container-security/image-scanning/ https://snyk.io/learn/container-security/container-scanning",1. Navigate to Project -> Pipelines.  2. Open your repository CI Pipeline.  3. Ensure a Container Image Scanning (CIS) tool is present in your pipeline.,ADO_REPOSITORY_DEVSECOPS_CONTROL_CIS_CONTAINER_IMAGE_SCANNING
AppSec,ADO Secure Repositories - DevSecOps Controls,"Secure your repositories by validating and monitoring the implementation of all DevSecOps controls: DevOps Scanning (DOS), Secret Scanning (SS), Software Composition Analysis (SCA), Static Application Security Testing (SAST), Container Image Scanning (CIS), IaC Scanning (IACS), Infrastructure Scanning (IS), Dynamic Application Security Testing (DAST), Interactive Application Security Testing (IAST), Continuous Scanning Tools (CST), DevOps Compliance Check (DOCC)",Critical,DOS3570,DevSecOps Control - Ensure Dynamic Application Security Testing (DAST),"Make sure that Dynamic Application Security Testing (DAST) is in place for your repository. Dynamic application security testing emulates the methods a bad actor might use to attack an application. This testing occurs while the application is running and is based on predefined use cases. Web Application Vulnerability Scanners are automated tools that scan web applications, normally from the outside, to look for security vulnerabilities such as Cross-site scripting, SQL Injection, Command Injection, Path Traversal and insecure server configuration. DAST is a black-box testing method that scans applications in runtime. DAST is a good method for preventing regressions and does not depend on a specific programming language. Learn more: https://owasp.org/www-community/Vulnerability_Scanning_Tools https://owasp.org/www-community/Free_for_Open_Source_Application_Security_Tools https://appsecmap.com https://snyk.io/learn/application-security/dast-dynamic-application-security-testing/",1. Navigate to Project -> Pipelines.  2. Open your repository CD Pipeline.  3. Ensure a DAST scanning tool is present in your pipeline.,ADO_REPOSITORY_DEVSECOPS_CONTROL_DAST_DYNAMIC_APPLICATION_SECURITY_TESTING
AppSec,ADO Secure Repositories - DevSecOps Controls,"Secure your repositories by validating and monitoring the implementation of all DevSecOps controls: DevOps Scanning (DOS), Secret Scanning (SS), Software Composition Analysis (SCA), Static Application Security Testing (SAST), Container Image Scanning (CIS), IaC Scanning (IACS), Infrastructure Scanning (IS), Dynamic Application Security Testing (DAST), Interactive Application Security Testing (IAST), Continuous Scanning Tools (CST), DevOps Compliance Check (DOCC)",Critical,DOS3550,DevSecOps Control - Ensure Infrastructure as Code Scanning (IACS),"Make sure that Infrastructure as Code (IaC) Scanning (IACS) is in place for your repository. Infrastructure as code (IaC) scanning is the process of analyzing and evaluating the security and compliance of infrastructure code. To reduce the risk that misconfigurations are deployed to the production environment, IaC scanning tools automatically check the infrastructure at the code level for noncompliance with security policies and standards. Learn more: https://appsecmap.com  https://learn.microsoft.com/en-us/azure/defender-for-cloud/iac-vulnerabilities https://owasp.org/www-project-devsecops-guideline/latest/ https://www.aquasec.com/cloud-native-academy/devsecops/infrastructure-as-code-iac/ https://www.microsoft.com/en-us/security/business/security-101/what-is-devsecops https://github.com/aquasecurity/tfsec https://github.com/tenable/terrascan https://github.com/bridgecrewio/checkov",1. Navigate to Project -> Pipelines.  2. Open your repository CI Pipeline.  3. Ensure a IAC Scanning tool is present in your pipeline.,ADO_REPOSITORY_DEVSECOPS_CONTROL_IACS_IAC_SCANNING
AppSec,ADO Secure Repositories - DevSecOps Controls,"Secure your repositories by validating and monitoring the implementation of all DevSecOps controls: DevOps Scanning (DOS), Secret Scanning (SS), Software Composition Analysis (SCA), Static Application Security Testing (SAST), Container Image Scanning (CIS), IaC Scanning (IACS), Infrastructure Scanning (IS), Dynamic Application Security Testing (DAST), Interactive Application Security Testing (IAST), Continuous Scanning Tools (CST), DevOps Compliance Check (DOCC)",Critical,DOS3560,DevSecOps Control - Ensure Infrastructure Scanning (IS),"Make sure that Infrastructure Scanning (IS) is in place for your repository. DevOps does a great job in automating the development and deployment process, but since all moving parts (containers, libraries etc.) are being updated frequently, it is imperative to make sure the infrastructure where you deploy your code is safe. The best way to do that is to incorporate vulnerability scanning into your pipeline. A vulnerability scanner is a computer program designed to assess computers, networks or applications for known weaknesses. These scanners are used to discover the weaknesses of a given system. They are utilized in the identification and detection of vulnerabilities arising from mis-configurations or flawed programming within a network-based asset such as a firewall, router, web server, application server, etc. Learn more: https://owasp.org/www-project-devsecops-guideline/latest/02e-Infrastructure-Vulnerability-Scanning https://www.gartner.com/reviews/market/vulnerability-assessment",1. Navigate to Project -> Pipelines.  2. Open your repository CI/CD Pipeline.  3. Ensure an Infrastructure Scanning tool is present in your pipeline.,ADO_REPOSITORY_DEVSECOPS_CONTROL_IS_INFRASTRUCTURE_SCANNING
AppSec,ADO Secure Repositories - DevSecOps Controls,"Secure your repositories by validating and monitoring the implementation of all DevSecOps controls: DevOps Scanning (DOS), Secret Scanning (SS), Software Composition Analysis (SCA), Static Application Security Testing (SAST), Container Image Scanning (CIS), IaC Scanning (IACS), Infrastructure Scanning (IS), Dynamic Application Security Testing (DAST), Interactive Application Security Testing (IAST), Continuous Scanning Tools (CST), DevOps Compliance Check (DOCC)",Critical,DOS3510,DevSecOps Control - Ensure Secret Scanning (SS),"Make sure that Secret Scanning (SS) is in place for your repository. Exposed credentials provide easily exploitable opportunities for attackers. To defend against this threat, secret scanning tools scan for credentials in your source code. Learn more: https://learn.microsoft.com/en-us/azure/devops/repos/security/github-advanced-security-secret-scanning https://github.com/gitleaks/gitleaks  https://appsecmap.com https://owasp.org/www-project-devsecops-guideline/latest/01a-Secrets-Management","1. Navigate to Project -> Pipelines.  2. Open your repository CI Pipeline.  3. Ensure a secret scanning tool is present in your pipeline.  4.Or alternatively, you can enable 'Advanced Security' for your repository.",ADO_REPOSITORY_DEVSECOPS_CONTROL_SS_SECRET_SCANNING
AppSec,ADO Secure Repositories - DevSecOps Controls,"Secure your repositories by validating and monitoring the implementation of all DevSecOps controls: DevOps Scanning (DOS), Secret Scanning (SS), Software Composition Analysis (SCA), Static Application Security Testing (SAST), Container Image Scanning (CIS), IaC Scanning (IACS), Infrastructure Scanning (IS), Dynamic Application Security Testing (DAST), Interactive Application Security Testing (IAST), Continuous Scanning Tools (CST), DevOps Compliance Check (DOCC)",Critical,DOS3520,DevSecOps Control - Ensure Software Composition Analysis (SCA) / Dependency Scanning,"Make sure that Software Composition Analysis (SCA) / Dependency Scanning is in place for your repository. Scan your application for any vulnerabilities in open source components used in your source code. Dependency scanning detects the open source components used in your source code and detects if there are any associated vulnerabilities. Any found vulnerabilities from open source components get flagged as an alert. Dependency scanning generates an alert for any open-source component, direct or transitive, found to be vulnerable that your code depends upon. Direct vulnerabilities are the libraries your code directly uses. Transitive dependencies are the libraries or other software that direct dependencies use. Learn more: https://learn.microsoft.com/en-us/azure/devops/repos/security/github-advanced-security-dependency-scanning https://appsecmap.com https://www.gartner.com/reviews/market/software-composition-analysis-sca",1. Navigate to Project -> Pipelines.  2. Open your repository CI Pipeline.  3. Ensure a SCA / Dependency scanning tool for dependencies is present in your pipeline.,ADO_REPOSITORY_DEVSECOPS_CONTROL_SCA_SOFTWARE_COMPOSITION_ANALYSIS
AppSec,ADO Secure Repositories - DevSecOps Controls,"Secure your repositories by validating and monitoring the implementation of all DevSecOps controls: DevOps Scanning (DOS), Secret Scanning (SS), Software Composition Analysis (SCA), Static Application Security Testing (SAST), Container Image Scanning (CIS), IaC Scanning (IACS), Infrastructure Scanning (IS), Dynamic Application Security Testing (DAST), Interactive Application Security Testing (IAST), Continuous Scanning Tools (CST), DevOps Compliance Check (DOCC)",Critical,DOS3530,DevSecOps Control - Ensure Static Application Security Testing (SAST) / Code Scanning,"Make sure that Static Application Security Testing (SAST) / Code Scanning is in place for your repository. Code scanning lets you analyze the code to find security vulnerabilities and coding errors. SAST tools play a crucial role in identifying security vulnerabilities within source code. These tools analyze code for potential flaws based on predefined security rules and policies. Before their code is compiled, DevSecOps developers begin testing their custom code for security vulnerabilities. This helps them fix issues without affecting the build. SAST tools make this process easier with automatic checks and real-time feedback. Learn more: https://learn.microsoft.com/en-us/azure/devops/repos/security/github-advanced-security-code-scanning https://appsecmap.com https://owasp.org/www-community/Source_Code_Analysis_Tools https://www.microsoft.com/en-us/security/business/security-101/what-is-devsecops",1. Navigate to Project -> Pipelines.  2. Open your repository CI Pipeline.  3. Ensure a SAST / Code scanning tool is present in your pipeline.,ADO_REPOSITORY_DEVSECOPS_CONTROL_SAST_STATIC_APPLICATION_SECURITY_TESTING
AppSec,ADO Secure Repositories - DevSecOps Controls,"Secure your repositories by validating and monitoring the implementation of all DevSecOps controls: DevOps Scanning (DOS), Secret Scanning (SS), Software Composition Analysis (SCA), Static Application Security Testing (SAST), Container Image Scanning (CIS), IaC Scanning (IACS), Infrastructure Scanning (IS), Dynamic Application Security Testing (DAST), Interactive Application Security Testing (IAST), Continuous Scanning Tools (CST), DevOps Compliance Check (DOCC)",High,DOS3580,DevSecOps Control - Ensure Interactive Application Security Testing (IAST),"Make sure that Interactive Application Security Testing (IAST) is in place for your repository. During quality assurance testing or when an application is being used, interactive application security tools scan the code to find vulnerabilities and provide reports that identify where in the code the issue is. IAST tools are typically geared to analyze Web Applications and Web APIs, but that is vendor specific. There may be IAST products that can perform good security analysis on non-web applications as well. IAST works best when deployed in a QA environment with automated functional tests running. Learn more: https://owasp.org/www-community/Free_for_Open_Source_Application_Security_Tools https://appsecmap.com https://snyk.io/learn/application-security/iast-interactive-application-security-testing/ https://www.veracode.com/security/interactive-application-security-testing-iast https://owasp.org/www-project-devsecops-guideline/latest/02c-Interactive-Application-Security-Testing",1. Navigate to Project -> Pipelines.  2. Open your repository CD Pipeline.  3. Ensure a IAST scanning tool is present in your pipeline.,ADO_REPOSITORY_DEVSECOPS_CONTROL_IAST_INTERACTIVE_APPLICATION_SECURITY_TESTING
